#"Step","Time (ps)","Temperature (K)","Speed (ns/day)"
2175000,4349.9999999687125,302.26780566965715,475
2180000,4359.99999997075,298.1877498733165,475
2185000,4369.999999972787,299.10073518232724,475
2190000,4379.999999974824,301.6407017460025,475
2195000,4389.999999976862,299.5763197607502,475
2200000,4399.999999978899,300.5249683856603,475
2205000,4409.999999980936,298.8568626625687,475
2210000,4419.999999982973,301.7581939101001,475
2215000,4429.999999985011,301.56325066379816,475
2220000,4439.999999987048,301.271709136551,475
2225000,4449.999999989085,299.93834774248415,475
2230000,4459.999999991122,301.9188225461877,475
2235000,4469.99999999316,298.8279428750941,475
2240000,4479.999999995197,301.0885504825456,475
2245000,4489.999999997234,300.0131235232479,475
2250000,4499.9999999992715,302.0208156498727,475
2255000,4510.000000001309,300.3224856534801,475
2260000,4520.000000003346,299.0017269190925,475
2265000,4530.000000005383,301.2338790475839,475
2270000,4540.000000007421,298.9671027698684,475
2275000,4550.000000009458,301.2572934626723,475
2280000,4560.000000011495,301.9609198515023,475
2285000,4570.000000013532,299.91281077418677,475
2290000,4580.00000001557,298.67870085257647,475
2295000,4590.000000017607,300.1896491984747,475
2300000,4600.000000019644,297.79801815021733,475
2305000,4610.000000021681,300.90512650938905,475
2310000,4620.000000023719,298.2704188988266,475
2315000,4630.000000025756,298.0143416981156,475
2320000,4640.000000027793,300.21631377316453,475
2325000,4650.0000000298305,301.83153254546176,475
2330000,4660.000000031868,298.87180897474974,475
2335000,4670.000000033905,300.2252019647278,475
2340000,4680.000000035942,299.4059627557874,475
2345000,4690.00000003798,299.28557419095654,475
2350000,4700.000000040017,298.0949987200629,475
2355000,4710.000000042054,299.52433931705554,475
2360000,4720.000000044091,299.62615554130645,475
2365000,4730.000000046129,300.15721393224754,475
2370000,4740.000000048166,299.72450050666333,475
2375000,4750.000000050203,298.8042410309254,475
2380000,4760.0000000522405,299.28373906682776,475
2385000,4770.000000054278,301.67760321794054,475
2390000,4780.000000056315,297.57837811292984,475
2395000,4790.000000058352,298.0554440566134,475
2400000,4800.0000000603895,301.1174481600909,475
2405000,4810.000000062427,299.6809439460174,475
2410000,4820.000000064464,299.6091751156333,475
2415000,4830.000000066501,301.3293055022782,475
2420000,4840.000000068539,299.46227674561743,475
2425000,4850.000000070576,296.81319768103475,475
2430000,4860.000000072613,298.0909747129372,475
2435000,4870.00000007465,297.06354841006697,475
2440000,4880.000000076688,301.1634589228849,475
2445000,4890.000000078725,301.77386984994683,475
2450000,4900.000000080762,301.68423619671916,475
2455000,4910.0000000827995,298.7395915977637,475
2460000,4920.000000084837,300.3607358311031,475
2465000,4930.000000086874,298.8023837968674,475
2470000,4940.000000088911,299.29384330450046,475
2475000,4950.000000090949,300.66050225203566,475
2480000,4960.000000092986,299.290084616526,475
